Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Programmed Cell Death	6/202	0.012264560124117316	0.03750673619352156	0	0	3.2993944830679522	14.520771933447902	C1QBP;IL1B;BCL2;LY96;TP53;MAPK3
RAF MAP Kinase Cascade	7/265	0.012863966088205213	0.039187912137428234	0	0	2.931131954259283	12.76017060899561	FGF1;FGF2;GRIN2B;FGF4;GRIN2D;MAPK3;GRIN1
Biosynthesis of Specialized Proresolving Mediators (SPMs)	2/19	0.013530282842620044	0.040745775430638224	0	0	12.520556609740671	53.87376314501273	ALOX5;PTGS2
Na+ Cl- Dependent Neurotransmitter Transporters	2/19	0.013530282842620044	0.040745775430638224	0	0	12.520556609740671	53.87376314501273	SLC6A2;SLC6A3
Signaling by FGFR2 IIIa TM	2/19	0.013530282842620044	0.040745775430638224	0	0	12.520556609740671	53.87376314501273	FGF1;FGF2
Signaling by Nuclear Receptors	7/270	0.014128104846478404	0.04238431453943521	0	0	2.8746717643845976	12.244920841261555	PDPK1;BCL2;AKR1C3;PGR;ESR1;PPARD;MAPK3
Interferon Gamma Signaling	4/99	0.01424418760161315	0.04249299559947621	0	0	4.511899313501144	19.18191736076766	VCAM1;CD44;ICAM1;MAPK3
Activation of NF-kappaB in B Cells	3/54	0.0142720454168076	0.04249299559947621	0	0	6.283306836248013	26.70061407499588	IKBKB;NFKBIA;NFKB1
MAPK1 MAPK3 Signaling	7/271	0.014391232412425138	0.04268677583986253	0	0	2.8636363636363638	12.145071610862905	FGF1;FGF2;GRIN2B;FGF4;GRIN2D;MAPK3;GRIN1
Apoptotic Factor-Mediated Response	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	C1QBP;MAPK3
Chondroitin Sulfate Biosynthesis	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	VCAN;NCAN
Defective B3GALT6 Causes EDSP2 and SEMDJL1	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	VCAN;NCAN
Defective B3GAT3 Causes JDSSDHD	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	VCAN;NCAN
Defective B4GALT7 Causes EDS, Progeroid Type	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	VCAN;NCAN
Signalling to RAS	2/20	0.014941625829534715	0.04333164599397714	0	0	11.824372759856631	49.70498395663007	NTRK1;MAPK14
Sensory Processing of Sound by Outer Hair Cells of the Cochlea	3/55	0.014993079032136576	0.04333164599397714	0	0	6.162162162162162	25.88210758769852	KCNMA1;CHRNA9;CHRNA10
Neutrophil Degranulation	10/478	0.015241535306260816	0.043888946557079506	0	0	2.3220973782771535	9.715030767747638	CHRNB4;PGRMC1;TNFAIP6;GSTP1;ALOX5;MAPK14;ORM2;NFKB1;CD44;LTF
HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand	3/56	0.01573438124157551	0.04514337018037482	0	0	6.0455889852116265	25.10072366778396	TUBB1;PGR;NR3C1
Signal Transduction by L1	2/21	0.01641342029144577	0.0469209732244591	0	0	11.201471420486701	46.03419387729711	L1CAM;MAPK3
Interferon Signaling	7/280	0.016919197052371434	0.04819222553906521	0	0	2.7679558011049723	11.291339763057016	IKBKB;VCAM1;TUBB1;TP53;CD44;ICAM1;MAPK3
Acyl Chain Remodelling of PS	2/22	0.017944417677846457	0.05092858110726926	0	0	10.640860215053763	42.78132529848109	PLA2G2E;PLA2G2A
Cytoprotection by HMOX1	3/59	0.018080424287632454	0.05113066223276705	0	0	5.7208494208494205	22.95734227691729	ALB;MT-CO2;PPARA
Azathioprine ADME	2/23	0.019533387354205938	0.05465192419315066	0	0	10.133640552995391	39.8822608386582	SLC29A1;SLC29A2
IKK Complex Recruitment Mediated by RIP1	2/23	0.019533387354205938	0.05465192419315066	0	0	10.133640552995391	39.8822608386582	IKBKB;LY96
Synthesis of Bile Acids and Bile Salts via 7Alpha-Hydroxycholesterol	2/23	0.019533387354205938	0.05465192419315066	0	0	10.133640552995391	39.8822608386582	AKR1C1;AKR1C3
Nuclear Events (Kinase and Transcription Factor Activation)	3/61	0.019746631567424136	0.05485947995316071	0	0	5.523019571295434	21.676594533570892	RPS6KA3;MAPK14;MAPK3
Regulation of PTEN Gene Transcription	3/61	0.019746631567424136	0.05485947995316071	0	0	5.523019571295434	21.676594533570892	PPARG;TP53;MAPK3
Adipogenesis	4/110	0.020188821814023206	0.05589115933776951	0	0	4.041427399507794	15.772180468001716	PPARG;PPARA;TNF;NFKB1
Cellular Senescence	5/167	0.02092694019481424	0.05773201333464488	0	0	3.3141064561829587	12.814714907512634	RPS6KA3;MAPK14;TP53;NFKB1;MAPK3
Estrogen-dependent Nuclear Events Downstream of ESR-membrane Signaling	2/24	0.02117911636673255	0.057821186205370176	0	0	9.672531769305962	37.285091822325455	BCL2;MAPK3
G-protein Activation	2/24	0.02117911636673255	0.057821186205370176	0	0	9.672531769305962	37.285091822325455	POMC;OPRM1
RHO GTPases Activate NADPH Oxidases	2/24	0.02117911636673255	0.057821186205370176	0	0	9.672531769305962	37.285091822325455	MAPK14;MAPK3
Apoptosis	5/168	0.02140996619419499	0.0582498735421374	0	0	3.2936068926212747	12.660291435173818	C1QBP;BCL2;LY96;TP53;MAPK3
Signaling by FGFR in Disease	3/63	0.02149482405853181	0.05827978069478213	0	0	5.338378378378378	20.499069295555547	FGF1;FGF2;FGF4
TCR Signaling	4/113	0.022038285132398323	0.0595486540050078	0	0	3.929597128041484	14.991311285713868	NFKBIA;IKBKB;PDPK1;NFKB1
Defective Intrinsic Pathway for Apoptosis	2/25	0.02288040923774288	0.06140354724006507	0	0	9.251519401589528	34.94737609422492	C1QBP;TP53
Signaling by NTRK2 (TRKB)	2/25	0.02288040923774288	0.06140354724006507	0	0	9.251519401589528	34.94737609422492	NTRK2;GRIN2B
Extracellular Matrix Organization	7/300	0.023632210093673188	0.063206148352231	0	0	2.576376972828239	9.648904469696955	VCAN;VCAM1;NCAN;FGF2;HAPLN1;CD44;ICAM1
A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis	2/26	0.024636087730328125	0.065668490605503	0	0	8.865591397849462	32.83409834267396	VCAN;NCAN
Downstream Signaling Events of B Cell Receptor (BCR)	3/68	0.026224329323324153	0.06966665264681063	0	0	4.926486486486486	17.937670815361024	IKBKB;NFKBIA;NFKB1
Acyl Chain Remodelling of PC	2/27	0.026444990645774706	0.06978293518232857	0	0	8.510537634408601	30.91613243322865	PLA2G2E;PLA2G2A
Pyroptosis	2/27	0.026444990645774706	0.06978293518232857	0	0	8.510537634408601	30.91613243322865	IL1B;TP53
MAPK Family Signaling Cascades	7/314	0.02930154537448233	0.07706306433488852	0	0	2.457123832490507	8.67392975000751	FGF1;FGF2;GRIN2B;FGF4;GRIN2D;MAPK3;GRIN1
Gene Expression (Transcription)	23/1615	0.02984270802707524	0.07822557021050619	0	0	1.5953251104004873	5.60248626361955	PRKAB2;PRKAA1;PRKAA2;PDPK1;PRKAG1;PRKAG2;OPRM1;NR3C1;MAPK14;PRKAB1;ESR1;GRIN2B;NFKB1;PRKAG3;POMC;GRIN2A;MT-CO2;PGR;PPARG;PPARA;TP53;PPARD;MAPK3
Ion Channel Transport	5/184	0.03014224244385851	0.07868623784704054	0	0	2.9967640504319686	10.49415132508819	TRPA1;TRPV3;TRPM8;TRPV1;ASIC3
Acyl Chain Remodelling of PE	2/29	0.030217908830992755	0.07868623784704054	0	0	7.879330943847073	27.57230447704457	PLA2G2E;PLA2G2A
Activation of BH3-only Proteins	2/30	0.03217968496088416	0.08351898498071579	0	0	7.597542242703533	26.108345561861633	BCL2;TP53
Platelet Degranulation	4/128	0.03281040582720432	0.08487675474644002	0	0	3.4516129032258065	11.794194298359244	HSPA5;ALB;HABP4;ORM2
FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes	2/31	0.03419020681101156	0.08701959088351005	0	0	7.335187245087134	24.762242659159735	POMC;NR3C1
Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity	2/31	0.03419020681101156	0.08701959088351005	0	0	7.335187245087134	24.762242659159735	GRIA1;CACNG2
Trafficking of AMPA Receptors	2/31	0.03419020681101156	0.08701959088351005	0	0	7.335187245087134	24.762242659159735	GRIA1;CACNG2
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation	2/31	0.03419020681101156	0.08701959088351005	0	0	7.335187245087134	24.762242659159735	PPARG;PPARA
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2	2/31	0.03419020681101156	0.08701959088351005	0	0	7.335187245087134	24.762242659159735	PPARG;PPARA
ECM Proteoglycans	3/76	0.03485352202769631	0.08842260089984691	0	0	4.3848204368752315	14.718093033290018	VCAN;NCAN;HAPLN1
ESR-mediated Signaling	5/192	0.03524015109213121	0.08911692055029334	0	0	2.867391367873528	9.593056217192181	PDPK1;BCL2;PGR;ESR1;MAPK3
Nuclear Signaling by ERBB4	2/32	0.036248395206165566	0.09137375021618094	0	0	7.090322580645161	23.521153713231794	PGR;ESR1
Response to Elevated Platelet Cytosolic Ca2+	4/133	0.03697678399517122	0.09291300182226145	0	0	3.3169868554095046	10.937648137009278	HSPA5;ALB;HABP4;ORM2
Synthesis of Bile Acids and Bile Salts	2/33	0.03835318674200439	0.09576159601089071	0	0	6.861255636489767	22.373989663482092	AKR1C1;AKR1C3
TNFR1-induced NF-kappa-B Signaling Pathway	2/33	0.03835318674200439	0.09576159601089071	0	0	6.861255636489767	22.373989663482092	IKBKB;TNF
Fc Epsilon Receptor (FCERI) Signaling	5/197	0.03868141078426518	0.09627644513812375	0	0	2.7920081967213113	9.08071667024773	NFKBIA;IKBKB;PDPK1;NFKB1;MAPK3
MITF-M-regulated Melanocyte Development	4/136	0.03961632572837069	0.09776775960993647	0	0	3.241106719367589	10.463958353540802	POMC;BCL2;MAPK14;MAPK3
G Alpha (12 13) Signalling Events	3/80	0.039652323289201104	0.09776775960993647	0	0	4.156195156195156	13.414559333062375	ADRA1D;ADRA1B;ADRA1A
PKR-mediated Signaling	3/80	0.039652323289201104	0.09776775960993647	0	0	4.156195156195156	13.414559333062375	IKBKB;TUBB1;TP53
Senescence-Associated Secretory Phenotype (SASP)	3/81	0.040901756802268804	0.10053422466352052	0	0	4.102702702702703	13.114626690868452	RPS6KA3;NFKB1;MAPK3
Oncogene Induced Senescence	2/35	0.04269840344489658	0.10430043442112508	0	0	6.4447702834799605	20.324187282918963	TP53;MAPK3
Transcriptional Regulation by NPAS4	2/35	0.04269840344489658	0.10430043442112508	0	0	6.4447702834799605	20.324187282918963	NR3C1;MAPK3
Metabolism of Steroid Hormones	2/36	0.04493677898986669	0.10832069611227098	0	0	6.254901960784314	19.405825129162146	POMC;AKR1B1
Regulation of TP53 Degradation	2/36	0.04493677898986669	0.10832069611227098	0	0	6.254901960784314	19.405825129162146	PDPK1;TP53
Integrin Cell Surface Interactions	3/85	0.04609593654833912	0.10832069611227098	0	0	3.901779828609097	12.005895447767585	VCAM1;CD44;ICAM1
Activation of NOXA and Translocation to Mitochondria	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	TP53
Biosynthesis of E-series 18(S)-resolvins	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	ALOX5
Ciprofloxacin ADME	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	ALB
Dopamine Receptors	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	DRD2
MECP2 Regulates Transcription Factors	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	PPARG
NTRK2 Activates RAC1	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	NTRK2
PTK6 Expression	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	NR3C1
Regulation of NPAS4 Gene Transcription	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	NR3C1
Signalling to P38 via RIT and RIN	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	NTRK1
Tachykinin Receptors Bind Tachykinins	1/5	0.04612896564476939	0.10832069611227098	0	0	26.481283422459892	81.46474834004643	TACR3
NOD1 2 Signaling Pathway	2/37	0.047217658056508675	0.11022110120291523	0	0	6.075883256528418	18.549594691794358	IKBKB;MAPK14
Regulation of TP53 Expression and Degradation	2/37	0.047217658056508675	0.11022110120291523	0	0	6.075883256528418	18.549594691794358	PDPK1;TP53
Nuclear Events Mediated by NFE2L2	3/87	0.048809588541296405	0.11360107775540666	0	0	3.8084942084942086	11.500999348790215	PRKAA2;BCL2;NFKB1
FCERI Mediated NF-kB Activation	4/147	0.05019234843951792	0.11647577329052836	0	0	2.9901185770750986	8.946113899305418	NFKBIA;IKBKB;PDPK1;NFKB1
Formation of Fibrin Clot (Clotting Cascade)	2/39	0.05190299188180729	0.11939201339576079	0	0	5.74687590816623	17.00143610249925	THBD;C1QBP
Ovarian Tumor Domain Proteases	2/39	0.05190299188180729	0.11939201339576079	0	0	5.74687590816623	17.00143610249925	ESR1;TP53
Synthesis of PA	2/39	0.05190299188180729	0.11939201339576079	0	0	5.74687590816623	17.00143610249925	PLA2G2E;PLA2G2A
Vesicle-mediated Transport	12/752	0.05215891202303723	0.11963192321562897	0	0	1.7572481572481573	5.189962529162805	CHRM2;GRIA1;PRKAB2;PRKAA2;TUBB1;ALB;PRKAG1;STAB2;PRKAG2;PRKAB1;CFTR;PRKAG3
Opioid Signalling	3/90	0.05302347720647074	0.1212623870026244	0	0	3.6766076421248837	10.798272005637143	POMC;PDE4A;OPRM1
Class C 3 (Metabotropic Glutamate Pheromone Receptors)	2/40	0.054305515587317096	0.1217702687032995	0	0	5.595359366157329	16.300006326381972	GABBR2;GABBR1
Activated NTRK2 Signals Through CDK5	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	NTRK2
Biosynthesis of Lipoxins (LX)	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	ALOX5
Estrogen-stimulated Signaling Through PRKCZ	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	PDPK1
Metal Sequestration by Antimicrobial Proteins	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	LTF
Mtb Iron Assimilation by Chelation	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	LTF
Negative Feedback Regulation of MAPK Pathway	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	MAPK3
RUNX1 Regulates Estrogen Receptor Mediated Transcription	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	ESR1
RUNX1 Regulates Transcription of Genes Involved in WNT Signaling	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	ESR1
SLC15A4 TASL-dependent IRF5 Activation	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	IKBKB
Synthesis of 15-Eicosatetraenoic Acid Derivatives	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	PTGS2
TNFR1-mediated Ceramide Production	1/6	0.05509757405206327	0.1217702687032995	0	0	21.183957219251337	61.40486894810826	TNF
Metabolism of Carbohydrates	6/290	0.056604149542667744	0.12402529304111692	0	0	2.2668317597895062	6.509599521561242	VCAN;NCAN;STAB2;AKR1B1;HMMR;CD44
Diseases Associated With Glycosaminoglycan Metabolism	2/41	0.05674668033947176	0.12402529304111692	0	0	5.451612903225806	15.641539431398336	VCAN;NCAN
Signaling by Retinoic Acid	2/41	0.05674668033947176	0.12402529304111692	0	0	5.451612903225806	15.641539431398336	AKR1C3;PPARD
Transcriptional Regulation by VENTX	2/41	0.05674668033947176	0.12402529304111692	0	0	5.451612903225806	15.641539431398336	TP53;NFKB1
Oxidative Stress Induced Senescence	3/94	0.058904985054347714	0.12837627425888823	0	0	3.5142857142857142	9.951858153973667	MAPK14;TP53;MAPK3
tRNA Aminoacylation	2/42	0.05922555618534261	0.12837627425888823	0	0	5.315053763440861	15.022479320173026	WARS1;WARS2
EPHB-mediated Forward Signaling	2/42	0.05922555618534261	0.12837627425888823	0	0	5.315053763440861	15.022479320173026	GRIN2B;GRIN1
Death Receptor Signaling	4/157	0.06102354813037329	0.13191117664346447	0	0	2.7932651321398123	7.8113532448987115	NFKBIA;IKBKB;TNF;NFKB1
Aggrephagy	2/43	0.061741227067090364	0.13237453303243013	0	0	5.1851560451088385	14.439640108014142	TUBB1;CFTR
Aspirin ADME	2/43	0.061741227067090364	0.13237453303243013	0	0	5.1851560451088385	14.439640108014142	ALB;CES1
Transport of Vitamins, Nucleosides, and Related Molecules	2/43	0.061741227067090364	0.13237453303243013	0	0	5.1851560451088385	14.439640108014142	SLC29A1;SLC29A2
Antiviral Mechanism by IFN-stimulated Genes	4/158	0.06216966353380595	0.13293188219017044	0	0	2.774985883681536	7.708600327078361	IKBKB;TUBB1;TP53;MAPK3
Diseases of Signal Transduction by Growth Factor Receptors and Second Messengers	8/451	0.06355828561762054	0.1339046074267855	0	0	1.9432154502131929	5.355109077036207	NTRK2;PDPK1;FGF1;FGF2;TP53;ESR1;FGF4;MAPK3
ARMS-mediated Activation	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	NTRK1
Activated NTRK2 Signals Through PI3K	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	NTRK2
CREB Phosphorylation	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	RPS6KA3
FGFR3b Ligand Binding and Activation	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	FGF1
Fructose Metabolism	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	AKR1B1
RUNX3 Regulates CDKN1A Transcription	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	TP53
Signaling by LTK in Cancer	1/7	0.06398230291495328	0.1339046074267855	0	0	17.6524064171123	48.52909105046853	MAPK3
P75 NTR Receptor-Mediated Signalling	3/98	0.0650799326217689	0.13584144666289857	0	0	3.365633001422475	9.19537729039115	NFKBIA;IKBKB;NFKB1
Disease	27/2131	0.06660238913388421	0.13842496568250146	0	0	1.411437545757268	3.8236052419433624	NCAN;LY96;CXCR4;FGF1;NR3C1;FGF2;SLC6A2;SLC6A3;FGF4;IKBKB;C1QBP;TUBB1;MAPK3;NTRK2;PDPK1;SIGMAR1;MAPK14;ESR1;NFKB1;NFKB2;NFKBIA;POMC;VCAN;IL1B;TP53;CFTR;LTF
Visual Phototransduction	3/99	0.06666855127927826	0.13842496568250146	0	0	3.3304054054054055	9.018810881330282	AKR1B10;AKR1C1;AKR1C3
PKMTs Methylate Histone Lysines	2/46	0.06950005415400462	0.1439253089960883	0	0	4.83088954056696	12.881217914709978	NFKB1;NFKB2
Heme Signaling	2/47	0.07215401649767117	0.14800650103925808	0	0	4.7232974910394265	12.417323928284068	LY96;PPARA
Biosynthesis of Maresins	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	ALOX5
Formation of Intermediate Mesoderm	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	FGF2
IFNG Signaling Activates MAPKs	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	MAPK3
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs IMPs VICKZs) Bind RNA	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	CD44
Interleukin-18 Signaling	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	ALOX5
Regulation of NFE2L2 Gene Expression	1/8	0.07278393207000271	0.14800650103925808	0	0	15.12987012987013	39.64419443644198	NFKB1
Membrane Trafficking	10/633	0.07628936083024852	0.15473600435749635	0	0	1.7303911843742674	4.452680299253627	CHRM2;GRIA1;PRKAB2;PRKAA2;TUBB1;PRKAG1;PRKAG2;PRKAB1;CFTR;PRKAG3
Phase I - Functionalization of Compounds	3/105	0.07656667538369553	0.15490027404547635	0	0	3.133545310015898	8.051937172072444	POMC;CES1;PTGS1
Transcriptional Regulation by RUNX2	3/106	0.07827609100840353	0.15795354425992428	0	0	3.1029651010233534	7.904844162155379	NR3C1;ESR1;MAPK3
Chondroitin Sulfate Dermatan Sulfate Metabolism	2/50	0.08030707404949645	0.15956836694476326	0	0	4.42741935483871	11.165498097498467	VCAN;NCAN
Regulation of TNFR1 Signaling	2/50	0.08030707404949645	0.15956836694476326	0	0	4.42741935483871	11.165498097498467	IKBKB;TNF
Activated NTRK2 Signals Through RAS	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	NTRK2
Activation of PUMA and Translocation to Mitochondria	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	TP53
BH3-only Proteins Associate With and Inactivate Anti-Apoptotic BCL-2 Members	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	BCL2
CD163 Mediating an Anti-Inflammatory Response	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	MAPK14
Ca2+ Activated K+ Channels	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	KCNMA1
PI3K AKT Activation	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	NTRK1
PI5P Regulates TP53 Acetylation	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	TP53
Phase 3 - Rapid Repolarisation	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	KCNH2
Synthesis of 5-Eicosatetraenoic Acids	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	ALOX5
TRIF-mediated Programmed Cell Death	1/9	0.08150323432032902	0.15956836694476326	0	0	13.237967914438503	33.18907582058219	LY96
Leishmania Infection	5/245	0.08193232864602314	0.15961631432521545	0	0	2.228142076502732	5.574503173734402	IL1B;MAPK14;NFKB1;NFKB2;MAPK3
Parasitic Infection Pathways	5/245	0.08193232864602314	0.15961631432521545	0	0	2.228142076502732	5.574503173734402	IL1B;MAPK14;NFKB1;NFKB2;MAPK3
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	2/51	0.08308573799591817	0.16146464846990008	0	0	4.336844415185429	10.78955809604069	POMC;MAPK3
SLC-mediated Transmembrane Transport	5/249	0.08636648453071355	0.16742790244406142	0	0	2.1911672489474157	5.366509514090389	SLC15A1;SLC29A1;SLC6A2;SLC6A3;SLC29A2
SARS-CoV-1-host Interactions	3/112	0.0888773322396754	0.17055450738189618	0	0	2.9312670468633772	7.095126462348807	NFKBIA;PDPK1;NFKB1
ATF6 (ATF6-alpha) Activates Chaperone Genes	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	HSPA5
Acetylcholine Regulates Insulin Secretion	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	CHRM3
Activation of Ca-permeable Kainate Receptor	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	GRIK2
Glucocorticoid Biosynthesis	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	POMC
HDL Remodeling	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	ALB
Ionotropic Activity of Kainate Receptors	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	GRIK2
MAPK3 (ERK1) Activation	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	MAPK3
RHOBTB3 ATPase Cycle	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	HTR7
Signal Attenuation	1/10	0.09014097538434816	0.17055450738189618	0	0	11.766488413547236	28.314647577691105	MAPK3
SARS-CoV-1 Activates Modulates Innate Immune Responses	2/54	0.09159348184787752	0.1728881750669267	0	0	4.086021505376344	9.76720606565563	NFKBIA;NFKB1
Activated NTRK2 Signals Through FRS2 and FRS3	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	NTRK2
Androgen Biosynthesis	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	POMC
Formation of Apoptosome	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	MAPK3
NFE2L2 Regulating Tumorigenic Genes	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	BCL2
Regulated Proteolysis of p75NTR	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	NFKB1
Regulation of the Apoptosome Activity	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	MAPK3
Ribavirin ADME	1/11	0.09869791397691897	0.18322977441832722	0	0	10.589304812834225	24.521562804501926	SLC29A1
Heparan Sulfate Heparin (HS-GAG) Metabolism	2/57	0.1003427156548933	0.18584601561434463	0	0	3.8625610948191595	8.880660628129885	VCAN;NCAN
KEAP1-NFE2L2 Pathway	3/119	0.10195908063436109	0.18839745812766018	0	0	2.7534016775396086	6.286521874975749	PRKAA2;BCL2;NFKB1
Gastrulation	3/120	0.10388762745584298	0.19151247210901895	0	0	2.72972972972973	6.1813241187352785	CXCR4;FGF2;FGF4
Estrogen-dependent Gene Expression	3/121	0.10583061063317406	0.1926216825689463	0	0	2.7064590013742555	6.078478156208309	BCL2;PGR;ESR1
Regulation of RUNX2 Expression and Activity	2/59	0.10629980472412343	0.1926216825689463	0	0	3.7266553480475384	8.353267518341566	NR3C1;ESR1
TNF Signaling	2/59	0.10629980472412343	0.1926216825689463	0	0	3.7266553480475384	8.353267518341566	IKBKB;TNF
ATF6 (ATF6-alpha) Activates Chaperones	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	HSPA5
Binding and Entry of HIV Virion	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	CXCR4
Peptide Hormone Biosynthesis	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	POMC
Pregnenolone Biosynthesis	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	AKR1B1
Specification of Primordial Germ Cells	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	CXCR4
Suppression of Apoptosis	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	MAPK3
TP53 Regulates Transcription of Caspase Activators and Caspases	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	TP53
TP53 Regulates Transcription of Death Receptors and Ligands	1/12	0.1071748018349397	0.1926216825689463	0	0	9.626154594069032	21.49803440968974	TP53
Regulated Necrosis	2/61	0.11234964678239731	0.20146334388934428	0	0	3.599963550209586	7.870022243010862	IL1B;TP53
p38MAPK Events	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	MAPK14
p75NTR Recruits Signalling Complexes	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	IKBKB
Advanced Glycosylation Endproduct Receptor Signaling	1/13	0.11557238377274692	0.20308822003718782	0	0	8.823529411764707	19.03992569985146	MAPK3
