Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Activated TAK1 Mediates P38 MAPK Activation	2/23	0.267388332136999	0.5459305154527588	0	0	2.0791292517006803	2.7424821961220958	MAPK11;MAPK14
IKK Complex Recruitment Mediated by RIP1	2/23	0.267388332136999	0.5459305154527588	0	0	2.0791292517006803	2.7424821961220958	IKBKB;LY96
Signaling by Retinoic Acid	3/41	0.26745615897076175	0.5459305154527588	0	0	1.723925087317837	2.273511746229005	RDH16;AKR1C3;PPARD
ARMS-mediated Activation	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	NTRK1
Acyl Chain Remodeling of DAG and TAG	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	MGLL
CREB Phosphorylation	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	RPS6KA3
Cation-coupled Chloride Cotransporters	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	SLC12A2
Defective Binding of VWF Variant to GPIb IX V	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	GP1BA
Enhanced Binding of GP1BA Variant to VWF Multimer Collagen	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	GP1BA
Erythropoietin Activates Phospholipase C Gamma (PLCG)	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	EPO
Erythropoietin Activates STAT5	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	EPO
FGFR3b Ligand Binding and Activation	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	FGF1
Fructose Metabolism	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	AKR1B1
Glycine Degradation	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	GCSH
NrCAM Interactions	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	CNTN2
PTK6 Promotes HIF1A Stabilization	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	EGFR
RUNX3 Regulates CDKN1A Transcription	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	TP53
Reversal of Alkylation Damage by DNA Dioxygenases	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	ALKBH5
SMAC (DIABLO) Binds to IAPs	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	XIAP
SMAC(DIABLO)-mediated Dissociation of IAP Caspase Complexes	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	XIAP
SOS-mediated Signalling	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	GRB2
Signaling by LTK in Cancer	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	MAPK3
TYSND1 Cleaves Peroxisomal Proteins	1/7	0.2694304558277644	0.5459305154527588	0	0	3.6371765601217656	4.769956907719688	TYSND1
Amyloid Fiber Formation	5/80	0.27371410134399177	0.5529979663781228	0	0	1.456269113149847	1.8868458664866787	BACE1;APP;FGA;NCSTN;LTF
G Alpha (12 13) Signalling Events	5/80	0.27371410134399177	0.5529979663781228	0	0	1.456269113149847	1.8868458664866787	NET1;TIAM1;ADRA1D;ADRA1B;ADRA1A
Gamma Carboxylation, Hypusinylation, Hydroxylation, and Arylsulfatase Activation	4/61	0.27858164714353206	0.5612007094630573	0	0	1.53260585599164	1.9587378643638393	ICMT;PROZ;SUMF2;SUMF1
Nuclear Events (Kinase and Transcription Factor Activation)	4/61	0.27858164714353206	0.5612007094630573	0	0	1.53260585599164	1.9587378643638393	RPS6KA3;MAPK11;MAPK14;MAPK3
EPHB-mediated Forward Signaling	3/42	0.27949596729028153	0.5622277779066445	0	0	1.6796338672768878	2.1411425227832983	TIAM1;GRIN2B;GRIN1
G-protein Activation	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	POMC;OPRM1
Glutamate Neurotransmitter Release Cycle	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	SLC1A1;SLC1A2
Growth Hormone Receptor Signaling	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	PRLR;MAPK3
Other Interleukin Signaling	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	CD4;PRTN3
RUNX2 Regulates Osteoblast Differentiation	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	AR;MAPK3
Triglyceride Catabolism	2/24	0.28388860589094594	0.5661480088786439	0	0	1.9845194805194806	2.498854043502947	PLIN3;MGLL
Oncogenic MAPK Signaling	5/82	0.2907711675560675	0.579042869488444	0	0	1.418295007744549	1.7519044971670317	FGB;FGA;ITGB3;FGG;MAPK3
Transport of Vitamins, Nucleosides, and Related Molecules	3/43	0.29158415703153423	0.579831156328802	0	0	1.6375572082379863	2.0181690812717368	SLC35A1;SLC29A1;SLC29A2
Protein Localization	9/164	0.29322930383482176	0.5822696176148604	0	0	1.2688568455477924	1.5566340464498185	DNAJC19;APP;GRPEL1;PAM16;TYSND1;PXMP4;SLC25A12;TOMM5;SLC25A13
Signaling by EGFR in Cancer	2/25	0.3003521047487544	0.5828277732490137	0	0	1.898136645962733	2.283078397226082	GRB2;EGFR
Signaling by Erythropoietin	2/25	0.3003521047487544	0.5828277732490137	0	0	1.898136645962733	2.283078397226082	EPO;GRB2
DNA Damage Reversal	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	ALKBH5
Defects in Biotin (Btn) Metabolism	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	BTD
Defects of Platelet Adhesion to Exposed Collagen	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	GP1BA
Formation of Intermediate Mesoderm	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	FGF2
IFNG Signaling Activates MAPKs	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	MAPK3
Inhibition of Signaling by Overexpressed EGFR	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	EGFR
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs IMPs VICKZs) Bind RNA	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	CD44
Metabolism of Ingested SeMet, Sec, MeSec Into H2Se	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	HNMT
RUNX2 Regulates Genes Involved in Cell Migration	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	ITGA5
Regulation of NFE2L2 Gene Expression	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	NFKB1
Regulation of Cytoskeletal Remodeling and Cell Spreading by IPP Complex Components	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	RSU1
Regulation of Gene Expression in Early Pancreatic Precursor Cells	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	NKX6-1
SMAC, XIAP-regulated Apoptotic Response	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	XIAP
Signaling by Overexpressed Wild-Type EGFR in Cancer	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	EGFR
Synthesis of Ketone Bodies	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	HMGCLL1
Synthesis of Epoxy (EET) and Dihydroxyeicosatrienoic Acids (DHET)	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	CYP1A2
TRAIL Signaling	1/8	0.30147709997556893	0.5828277732490137	0	0	3.117416829745597	3.7379736250846807	TNFRSF10A
Negative Regulation of NOTCH4 Signaling	3/44	0.3037067987346522	0.5855096397242254	0	0	1.5975330691522018	1.9037682102880524	TACC3;SKP1;RBX1
Smooth Muscle Contraction	3/44	0.3037067987346522	0.5855096397242254	0	0	1.5975330691522018	1.9037682102880524	ANXA1;ITGB5;MYLK
Cargo Recognition for Clathrin-Mediated Endocytosis	6/105	0.31318846992796384	0.6029528714679636	0	0	1.3237309953727865	1.5367856702507616	CHRM2;CD4;GRB2;TOR1B;CFTR;EGFR
GPER1 Signaling	3/45	0.3158504995103682	0.604784330306117	0	0	1.5594148414514548	1.7972042098490655	ITGB1;GNAS;ITGA5
A Tetrasaccharide Linker Sequence Is Required for GAG Synthesis	2/26	0.3167503542898224	0.604784330306117	0	0	1.8189523809523809	2.091142854936888	VCAN;NCAN
Attachment and Entry 9694614	2/26	0.3167503542898224	0.604784330306117	0	0	1.8189523809523809	2.091142854936888	ACE2;CTSL
Constitutive Signaling by AKT1 E17K in Cancer	2/26	0.3167503542898224	0.604784330306117	0	0	1.8189523809523809	2.091142854936888	PDPK1;AKT1S1
MicroRNA (miRNA) Biogenesis	2/26	0.3167503542898224	0.604784330306117	0	0	1.8189523809523809	2.091142854936888	PRKRA;TARBP2
Miscellaneous Transport and Binding Events	2/26	0.3167503542898224	0.604784330306117	0	0	1.8189523809523809	2.091142854936888	NIPA1;CSN1S1
Metabolism of Water-Soluble Vitamins and Cofactors	7/127	0.32301072668661024	0.6158915090458	0	0	1.2741475095785442	1.4398755534777314	BTD;VNN2;CTRB2;FPGS;CTRB1;NADSYN1;PTGS2
Regulation of Complement Cascade	7/128	0.3301244411261545	0.6188286323095648	0	0	1.2635508691935025	1.4003752348146727	CD19;C3AR1;SERPING1;CD59;ELANE;CPN2;C1QC
tRNA Modification in the Mitochondrion	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	TRMU
Defective Factor IX Causes Hemophilia B	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	GP1BA
Digestion of Dietary Carbohydrate	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	SI
EGFR Interacts With Phospholipase C-gamma	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	EGFR
NR1H2 & NR1H3 Regulate Gene Expression Linked to Lipogenesis	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	ANGPTL3
PI3K AKT Activation	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	NTRK1
PI5P Regulates TP53 Acetylation	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	TP53
Phase 3 - Rapid Repolarisation	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	KCNH2
Regulation of PTEN Localization	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	XIAP
SHC-related Events Triggered by IGF1R	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	GRB2
Sperm Motility And Taxes	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	CATSPER1
Synthesis of (16-20)-Hydroxyeicosatetraenoic Acids (HETE)	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	CYP1A2
Synthesis of 5-Eicosatetraenoic Acids	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	ALOX5
TRIF-mediated Programmed Cell Death	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	LY96
Gamma-carboxylated Protein Precursors Transport From the Endoplasmic Reticulum to Golgi Apparatus	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	PROZ
Transport of Nucleotide Sugars	1/9	0.33211953935462973	0.6188286323095648	0	0	2.7275970319634704	3.0065219679383697	SLC35A1
Downstream Signaling Events of B Cell Receptor (BCR)	4/68	0.3485349734794397	0.6455549084905441	0	0	1.3644759450171822	1.4381804321139027	IKBKB;NFKBIA;NFKB1;SKP1
ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress	2/28	0.34924984977330154	0.6455549084905441	0	0	1.6788571428571428	1.7661035056439702	CXCL8;ASNS
Adrenaline,noradrenaline Inhibits Insulin Secretion	2/28	0.34924984977330154	0.6455549084905441	0	0	1.6788571428571428	1.7661035056439702	CACNA2D2;CACNA1D
Caspase Activation via Extrinsic Apoptotic Signalling Pathway	2/28	0.34924984977330154	0.6455549084905441	0	0	1.6788571428571428	1.7661035056439702	LY96;TNFRSF10A
Metabolism of Porphyrins	2/28	0.34924984977330154	0.6455549084905441	0	0	1.6788571428571428	1.7661035056439702	COX15;ALB
Sulfur Amino Acid Metabolism	2/28	0.34924984977330154	0.6455549084905441	0	0	1.6788571428571428	1.7661035056439702	BHMT;BHMT2
C-type Lectin Receptors (CLRs)	7/131	0.3515935138219413	0.6490238834163325	0	0	1.2327864293659623	1.2886064576286715	NFKBIA;IKBKB;PDPK1;IL1B;NFKB1;SKP1;NFKB2
Recycling Pathway of L1	3/48	0.35228217758465363	0.6494326615950511	0	0	1.4552250190694127	1.5182694177485871	RPS6KA3;TUBB1;L1CAM
COPII-mediated Vesicle Transport	4/69	0.3585992041772868	0.6507418877271222	0	0	1.3434135166093928	1.3777376474078464	GRIA1;LMAN2L;CTSZ;CD59
High Laminar Flow Shear Stress Activates Signaling by PIEZO1 and PECAM1 CDH5 KDR in Endothelial Cell	4/69	0.3585992041772868	0.6507418877271222	0	0	1.3434135166093928	1.3777376474078464	CDH5;CAPNS1;PDPK1;GNAS
Sensory Processing of Sound by Inner Hair Cells of the Cochlea	4/69	0.3585992041772868	0.6507418877271222	0	0	1.3434135166093928	1.3777376474078464	KCNMA1;CACNA2D2;KCNQ4;CACNA1D
Phase II - Conjugation of Compounds	6/111	0.36013077788250064	0.6507418877271222	0	0	1.2476955879940954	1.2742565835796995	GCLC;GSTP1;CYP1A2;AKR1A1;CHAC2;OPLAH
ATF6 (ATF6-alpha) Activates Chaperone Genes	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	HSPA5
Acetylcholine Regulates Insulin Secretion	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	CHRM3
Activation of Ca-permeable Kainate Receptor	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	GRIK2
Alpha-defensins	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	CD4
Gamma-carboxylation of Protein Precursors	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	PROZ
Glucocorticoid Biosynthesis	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	POMC
Glycoprotein Hormones	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	CGA
HDL Remodeling	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	ALB
Ionotropic Activity of Kainate Receptors	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	GRIK2
MET Receptor Recycling	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	GRB2
Nef Mediated CD4 Down-regulation	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	CD4
Reactions Specific to the Complex N-glycan Synthesis Pathway	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	CGA
Removal of Aminoterminal Propeptides From Gamma-Carboxylated Proteins	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	PROZ
Role of Second Messengers in Netrin-1 Signaling	1/10	0.3614192354858549	0.6507418877271222	0	0	2.4244038559107053	2.4673562367217836	TRPC6
DAP12 Signaling	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	GRB2;HLA-E
Downstream Signal Transduction	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	GRB2;BCAR1
G1 S-Specific Transcription	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	E2F4;E2F6
Myogenesis	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	MAPK11;MAPK14
Phosphorylation of CD3 and TCR Zeta Chains	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	CD4;PTPRJ
The Role of Nef in HIV-1 Replication and Disease Pathogenesis	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	CD4;HLA-A
VEGFR2 Mediated Vascular Permeability	2/29	0.3653062905703109	0.6518302232255868	0	0	1.6165925925925926	1.6279396581445884	CDH5;PDPK1
Signaling by FGFR	5/91	0.3691763776253332	0.6578912370502733	0	0	1.269268721997013	1.2648018620052977	GRB2;FGF1;FGF2;FGF4;MAPK3
Insulin Receptor Recycling	2/30	0.3812075616816714	0.6732768631438807	0	0	1.5587755102040817	1.5033006708097052	ATP6V0A2;CTSD
Interconversion of Nucleotide Di- and Triphosphates	2/30	0.3812075616816714	0.6732768631438807	0	0	1.5587755102040817	1.5033006708097052	CTPS2;CTPS1
Signaling by CSF3 (G-CSF)	2/30	0.3812075616816714	0.6732768631438807	0	0	1.5587755102040817	1.5033006708097052	GRB2;GAB2
Biological Oxidations	11/222	0.38281346164323843	0.6732768631438807	0	0	1.1384915118811774	1.093188035755924	POMC;ACY3;GCLC;GSTP1;CYP1A2;AKR1A1;CHAC2;CMBL;OPLAH;CES1;PTGS1
Signaling by ALK Fusions and Activated Point Mutants	5/93	0.3867354375119881	0.6732768631438807	0	0	1.2402913886572144	1.178294733658073	GRB2;TP53;SKP1;RBX1;MAPK3
Signaling by ALK in Cancer	5/93	0.3867354375119881	0.6732768631438807	0	0	1.2402913886572144	1.178294733658073	GRB2;TP53;SKP1;RBX1;MAPK3
IRE1alpha Activates Chaperones	3/51	0.3884734530271281	0.6732768631438807	0	0	1.3640589244851258	1.2897592398090139	C19ORF10;HSPA5;GFPT1
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	3/51	0.3884734530271281	0.6732768631438807	0	0	1.3640589244851258	1.2897592398090139	POMC;MITF;MAPK3
Biotin Transport and Metabolism	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	BTD
CASP8 Activity Is Inhibited	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	TNFRSF10A
Dimerization of Procaspase-8	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	TNFRSF10A
Formation of Annular Gap Junctions	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	GJA1
Gamma-carboxylation, Transport, and Amino-Terminal Cleavage of Proteins	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	PROZ
MET Activates RAP1 and RAC1	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	GRB2
MET Activates RAS Signaling	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	GRB2
Nef Mediated Downregulation of MHC Class I Complex Cell Surface Expression	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	HLA-A
Receptor Mediated Mitophagy	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	ATG5
Regulation by c-FLIP	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	TNFRSF10A
Regulation of CDH11 Function	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	ANGPTL4
Regulation of Gene Expression by Hypoxia-inducible Factor	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	EPO
Ribavirin ADME	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	SLC29A1
Signaling by FGFR4 in Disease	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	GRB2
Signaling by Leptin	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	LEP
Type I Hemidesmosome Assembly	1/11	0.3894349625666763	0.6732768631438807	0	0	2.1818493150684932	2.0576113335695814	ITGA6
Antiviral Mechanism by IFN-stimulated Genes	8/158	0.3902645759078392	0.673872994424716	0	0	1.1644342155734562	1.095651517421124	IKBKB;APITD1;NUP210;PRKRA;TUBB1;TP53;TARBP2;MAPK3
Class B 2 (Secretin Family Receptors)	5/94	0.39550621062861047	0.6778152315055612	0	0	1.2262911040098958	1.1374938797189924	FZD3;VIPR2;GCGR;GNAS;CRHR2
FOXO-mediated Transcription of Oxidative Stress, Metabolic and Neuronal Genes	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	POMC;NR3C1
Nicotinate Metabolism	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	NADSYN1;PTGS2
RHO GTPases Activate IQGAPs	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	TUBB1;IQGAP2
RUNX2 Regulates Bone Development	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	AR;MAPK3
Signaling by CSF1 (M-CSF) in Myeloid Cells	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	GRB2;GAB2
Tight Junction Interactions	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	CLDN22;CLDN17
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	PPARG;PPARA
Transcriptional Regulation of Brown and Beige Adipocyte Differentiation by EBF2	2/31	0.3969364017593718	0.6778152315055612	0	0	1.5049458128078819	1.3905386405134754	PPARG;PPARA
Cyclin E Associated Events During G1 S Transition	4/73	0.398757710495997	0.6800898375330501	0	0	1.2652688546906385	1.1632898151787063	CABLES1;E2F4;CKS1B;SKP1
Antimicrobial Peptides	5/95	0.40426550833518377	0.6877956628958452	0	0	1.2126019367991845	1.098233466832649	CD4;PLA2G2A;PRTN3;ELANE;LTF
Unfolded Protein Response (UPR)	5/95	0.40426550833518377	0.6877956628958452	0	0	1.2126019367991845	1.098233466832649	CXCL8;C19ORF10;HSPA5;GFPT1;ASNS
PPARA Activates Gene Expression	6/117	0.4074495793230191	0.6879308748608789	0	0	1.179880224656344	1.0593414022362828	MED1;TGS1;PLIN2;PPARG;ANGPTL4;PPARA
Mitotic G1 Phase and G1 S Transition	7/139	0.40932394288548907	0.6879308748608789	0	0	1.157584465343086	1.0340104715786385	E2F2;CABLES1;E2F3;E2F4;E2F6;SKP1;CKS1B
RHO GTPases Activate Formins	7/139	0.40932394288548907	0.6879308748608789	0	0	1.157584465343086	1.0340104715786385	ITGB1;APITD1;FMNL2;TUBB1;CENPL;BUB1;ITGB3BP
Deposition of New CENPA-containing Nucleosomes at the Centromere	3/53	0.4123303823991518	0.6879308748608789	0	0	1.3093592677345538	1.1600011168993345	APITD1;CENPL;ITGB3BP
Nucleosome Assembly	3/53	0.4123303823991518	0.6879308748608789	0	0	1.3093592677345538	1.1600011168993345	APITD1;CENPL;ITGB3BP
Signaling by EGFR	3/53	0.4123303823991518	0.6879308748608789	0	0	1.3093592677345538	1.1600011168993345	GRB2;PTPN12;EGFR
PINK1-PRKN Mediated Mitophagy	2/32	0.4124773578755928	0.6879308748608789	0	0	1.454704761904762	1.2882486634861177	TOMM5;ATG5
Regulation of Necroptotic Cell Death	2/32	0.4124773578755928	0.6879308748608789	0	0	1.454704761904762	1.2882486634861177	XIAP;TNFRSF10A
Respiratory Syncytial Virus (RSV) Attachment and Entry	2/32	0.4124773578755928	0.6879308748608789	0	0	1.454704761904762	1.2882486634861177	LY96;EGFR
ATF6 (ATF6-alpha) Activates Chaperones	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	HSPA5
Butyrophilin (BTN) Family Interactions	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	BTNL8
CD28 Dependent Vav1 Pathway	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GRB2
Erythropoietin Activates Phosphoinositide-3-kinase (PI3K)	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	EPO
GP1b-IX-V Activation Signalling	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GP1BA
Gap Junction Degradation	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GJA1
Organic Anion Transporters	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	SLC25A18
Pregnenolone Biosynthesis	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	AKR1B1
Pyrimidine Catabolism	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	AGXT2
Signaling by LTK	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GRB2
Signaling by PDGFRA Extracellular Domain Mutants	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GRB2
Signaling by PDGFRA Transmembrane, Juxtamembrane and Kinase Domain Mutants	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	GRB2
Specification of Primordial Germ Cells	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	CXCR4
Sphingolipid Catabolism	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	SGPL1
Suppression of Apoptosis	1/12	0.4162229250057548	0.6879308748608789	0	0	1.983395599833956	1.7385142436438012	MAPK3
Cyclin A Cdk2-associated Events at S Phase Entry	4/75	0.4186913575691189	0.6903689051258307	0	0	1.2294984108545892	1.0704274399815779	CABLES1;E2F4;CKS1B;SKP1
Plasma Lipoprotein Assembly, Remodeling, and Clearance	4/75	0.4186913575691189	0.6903689051258307	0	0	1.2294984108545892	1.0704274399815779	ALB;ANGPTL3;ANGPTL4;PCSK5
Regulation of Lipid Metabolism by PPARalpha	6/119	0.4231851852141152	0.6969519045587916	0	0	1.1588754661004033	0.9965696327746496	MED1;TGS1;PLIN2;PPARG;ANGPTL4;PPARA
SARS-CoV-1 Activates Modulates Innate Immune Responses	3/54	0.42415039255294185	0.6977148469214073	0	0	1.2836182527931081	1.1009172563422331	NFKBIA;NLRP3;NFKB1
Amino Acid Transport Across the Plasma Membrane	2/33	0.4278166606898559	0.7012560829704005	0	0	1.407705069124424	1.1952268234038126	SLC1A4;SLC36A4
Glucagon Signaling in Metabolic Regulation	2/33	0.4278166606898559	0.7012560829704005	0	0	1.407705069124424	1.1952268234038126	GCGR;GNAS
Sialic Acid Metabolism	2/33	0.4278166606898559	0.7012560829704005	0	0	1.407705069124424	1.1952268234038126	SLC35A1;NPL
